2018-03-21 15:24;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:25;0;B;Alarm;60;Not Recognized event;Alarm nie aktywny;Pierwsza kategoria;0
2018-03-21 15:25;0;B;Zdarzenie;4;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:25;0;B;Zdarzenie;8;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:25;0;B;Alarm;61;Not Recognized event;Alarm nie aktywny;Pierwsza kategoria;0
2018-03-21 15:25;0;B;Zdarzenie;5;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:25;0;B;Zdarzenie;2;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:25;0;B;Zdarzenie;9;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:25;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:25;0;B;Zdarzenie;14;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:25;0;B;Zdarzenie;4;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:25;0;B;Zdarzenie;5;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:26;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:26;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:26;0;B;Alarm;26;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 15:26;0;B;Alarm;44;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 15:26;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:33;0;B;Alarm;26;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 15:33;0;B;Alarm;44;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 15:33;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:33;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:33;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:34;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:34;0;B;Wersja oprogramowania;;M2017/0421#00  ;;;
2018-03-21 15:34;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:34;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:34;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:34;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:34;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:35;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:35;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:35;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:35;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:36;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 15:36;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-21 15:36;0;B;Alarm;26;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 15:36;0;B;Alarm;44;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 15:36;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:36;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:36;0;B;Zdarzenie;4;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:36;0;B;Zdarzenie;5;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:36;0;B;Zdarzenie;14;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:37;0;B;Alarm;26;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 15:37;0;B;Alarm;44;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 15:37;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:37;0;B;Alarm;26;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 15:37;0;B;Alarm;44;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 15:37;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 15:37;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:37;0;B;Zdarzenie;14;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 15:40;0;B;Alarm;26;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 15:40;0;B;Alarm;44;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 15:40;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 16:41;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-21 16:44;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 16:44;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-21 16:44;0;B;Alarm;26;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 16:44;0;B;Alarm;44;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 16:44;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 16:44;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 16:44;0;B;Zdarzenie;4;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 16:44;0;B;Zdarzenie;5;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 16:44;0;B;Zdarzenie;14;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 16:46;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-21 16:54;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 16:54;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
2018-03-21 16:56;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 16:56;0;B;Wersja oprogramowania;;M2017/0421#00  ;;;
2018-03-21 16:56;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-21 16:56;0;B;Alarm;26;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 16:56;0;B;Alarm;44;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 16:56;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 16:56;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 16:56;0;B;Zdarzenie;4;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 16:56;0;B;Zdarzenie;5;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 16:56;0;B;Zdarzenie;14;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 16:57;0;B;Alarm;26;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 16:57;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-21 17:00;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 17:00;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-21 17:00;0;B;Alarm;26;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 17:00;0;B;Alarm;44;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 17:00;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:00;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:00;0;B;Zdarzenie;4;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:00;0;B;Zdarzenie;5;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:00;0;B;Zdarzenie;14;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:00;0;B;Alarm;26;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 17:01;0;B;Zdarzenie;15;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:01;0;B;Zdarzenie;15;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:01;0;B;Alarm;44;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 17:01;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:01;0;B;Alarm;26;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 17:01;0;B;Alarm;44;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 17:01;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:01;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:01;0;B;Zdarzenie;14;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:02;0;B;Alarm;26;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 17:02;0;B;Alarm;44;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 17:02;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:02;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:02;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:03;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:03;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:03;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:03;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:03;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:03;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:11;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 17:11;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-21 17:11;0;B;Alarm;26;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 17:11;0;B;Alarm;44;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 17:11;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:11;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:11;0;B;Zdarzenie;4;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:11;0;B;Zdarzenie;5;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:11;0;B;Zdarzenie;14;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:11;0;B;Wersja oprogramowania;;M2017/0421#00  ;;;
2018-03-21 17:11;0;B;Alarm;26;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 17:12;0;B;Alarm;44;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 17:12;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:12;0;B;Zdarzenie;14;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:12;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:12;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:12;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:12;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:12;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:13;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-21 17:21;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 17:21;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-21 17:21;0;B;Alarm;26;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 17:21;0;B;Alarm;44;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-21 17:21;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:21;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:21;0;B;Zdarzenie;4;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:21;0;B;Zdarzenie;5;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:21;0;B;Zdarzenie;14;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:22;0;B;Alarm;44;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 17:22;0;B;Alarm;26;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-21 17:22;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:22;0;B;Zdarzenie;14;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:22;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:22;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:22;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-21 17:22;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:22;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-21 17:30;0;B;Alarm;7;Usterka modu‘?u EOD;Alarm aktywny!;Pierwsza kategoria;0
2018-03-21 17:30;0;B;Alarm;14;Rezerwa;Alarm aktywny!;Pierwsza kategoria;0
2018-03-21 17:30;0;B;Zdarzenie;2;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-22 04:00;0;B;Zdarzenie;32;general engagement;Zdarzenie aktywne!;;0
2018-03-22 04:00;0;B;Zdarzenie;32;general engagement;Zdarzenie nie aktywne;;0
2018-03-22 08:14;0;B;Alarm;26;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-22 08:14;0;B;Alarm;44;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-22 08:14;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-22 08:19;0;B;Alarm;7;Usterka modu‘?u EOD;Alarm nie aktywny;Pierwsza kategoria;0
2018-03-22 08:19;0;B;Alarm;14;Rezerwa;Alarm nie aktywny;Pierwsza kategoria;0
2018-03-22 08:19;0;B;Zdarzenie;2;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-22 08:19;0;B;Wersja oprogramowania;;M2017/0421#00  ;;;
2018-03-22 09:50;0;B;Alarm;26;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-22 09:50;0;B;Alarm;44;Not Recognized event;Alarm nie aktywny;Druga kategoria;0
2018-03-22 09:50;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-22 09:50;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-22 09:50;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-22 09:50;0;B;Alarm;26;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-22 09:50;0;B;Alarm;44;Not Recognized event;Alarm aktywny!;Druga kategoria;0
2018-03-22 09:50;0;B;Zdarzenie;3;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-22 09:50;0;B;Alarm;9;Zagro‘•enie po‘•arem;Alarm aktywny!;Pierwsza kategoria;0
2018-03-22 09:50;0;B;Zdarzenie;2;Not Recognized event;Zdarzenie aktywne!;;0
2018-03-22 10:22;0;B;Alarm;9;Zagro‘•enie po‘•arem;Alarm nie aktywny;Pierwsza kategoria;0
2018-03-22 10:22;0;B;Zdarzenie;0;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-22 10:22;0;B;Zdarzenie;13;Not Recognized event;Zdarzenie nie aktywne;;0
2018-03-22 10:22;0;B;Zdarzenie;2;Not Recognized event;Zdarzenie nie aktywne;;0
2000-01-01 02:56;0;B;Wersja oprogramowania;;M2017/0421#00  ;;;
2000-01-01 02:56;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2000-01-01 02:56;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2000-01-01 03:16;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 12, Err Num 196 ;;;;;;;;
2018-03-16 12:38;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 12, Err Num 196 ;;;;;;;;
2018-03-16 12:42;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-16 12:42;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-16 12:42;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 15, Err Num 117 ;;;;;;;;
2018-03-16 12:54;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-16 12:54;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-16 15:01;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-19 09:14;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-19 09:14;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-19 14:16;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-19 14:19;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-19 14:20;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-19 14:25;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-20 08:17;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-20 08:18;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 113 ;;;;;;;;
2018-03-20 08:41;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-20 08:42;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 113 ;;;;;;;;
2018-03-20 08:46;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-20 08:46;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-20 08:56;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-20 09:14;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-20 09:14;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-20 09:24;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-20 09:24;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-20 09:40;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-20 09:44;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-20 09:45;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-20 09:59;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-20 09:59;0;B;Wersja oprogramowania;;M2017/0421#00  ;;;
2018-03-20 10:05;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-20 10:06;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-20 14:51;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-20 14:51;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-20 15:00;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-20 15:01;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-20 15:01;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-21 15:23;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 15:23;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-21 15:36;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 15:36;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-21 16:41;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-21 16:44;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 16:44;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-21 16:46;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-21 16:54;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 16:54;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
2018-03-21 16:56;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 16:56;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-21 16:57;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-21 17:00;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 17:00;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-21 17:11;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 17:11;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
2018-03-21 17:13;0;B;SPA-5 Mode;;Mode: 2-Diag ;;;
 Mod Num 1, Err Num 123 ;;;;;;;;
2018-03-21 17:20;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 17:21;0;B;SPA-5 Mode;;Mode: 1-Start ;;;
2018-03-21 17:21;0;B;SPA-5 Mode;;Mode: 8-Active ;;;
